"region Geographic indicator"
,Frequency,Percent,Valid Percent
1247.0,1,0.02,0.02
726.5,1,0.02,0.02
2741.25,1,0.02,0.02
1265.35,1,0.02,0.02
533.05,1,0.02,0.02
1501.15,1,0.02,0.02
504.95,1,0.02,0.02
470.7,1,0.02,0.02
2499.95,1,0.02,0.02
710.4,1,0.02,0.02
956.35,1,0.02,0.02
807.65,1,0.02,0.02
355.6,1,0.02,0.02
2710.2,1,0.02,0.02
1048.7,1,0.02,0.02
1098.9,1,0.02,0.02
120.9,1,0.02,0.02
519.2,1,0.02,0.02
535.5,1,0.02,0.02
265.5,1,0.02,0.02
1162.75,1,0.02,0.02
1669.55,1,0.02,0.02
4921.85,1,0.02,0.02
1518.75,1,0.02,0.02
1544.95,1,0.02,0.02
914.4,1,0.02,0.02
555.95,1,0.02,0.02
561.2,1,0.02,0.02
3344.75,1,0.02,0.02
213.95,1,0.02,0.02
2269.3,1,0.02,0.02
1505.35,1,0.02,0.02
319.8,1,0.02,0.02
886.4,1,0.02,0.02
2525.45,1,0.02,0.02
376.8,1,0.02,0.02
1595.0,1,0.02,0.02
2324.75,1,0.02,0.02
335.7,1,0.02,0.02
223.1,1,0.02,0.02
2526.4,1,0.02,0.02
147.45,1,0.02,0.02
1271.5,1,0.02,0.02
1871.05,1,0.02,0.02
638.0,1,0.02,0.02
1800.95,1,0.02,0.02
1416.95,1,0.02,0.02
2569.7,1,0.02,0.02
595.3,1,0.02,0.02
1468.9,1,0.02,0.02
2146.7,1,0.02,0.02
721.0,1,0.02,0.02
2275.6,1,0.02,0.02
858.0,1,0.02,0.02
717.25,1,0.02,0.02
625.05,1,0.02,0.02
763.1,1,0.02,0.02
741.15,1,0.02,0.02
264.1,1,0.02,0.02
865.75,1,0.02,0.02
Total Valid,4999,99.98,100.0
Missing,1,0.02,
Total,5000,100.0,

"lntollten Log-toll free over tenure"
,Frequency,Percent,Valid Percent
2.8183982582710754,3,0.06,0.13
7.300135147541646,3,0.06,0.13
3.9627161197436642,2,0.04,0.08
3.056356895370426,2,0.04,0.08
4.0578534536396855,2,0.04,0.08
5.604514472997532,2,0.04,0.08
6.17690623123818,2,0.04,0.08
2.302585092994046,2,0.04,0.08
6.205668256852717,2,0.04,0.08
5.405825574263322,2,0.04,0.08
7.444219409303133,2,0.04,0.08
6.04784488054409,2,0.04,0.08
6.9386723816168585,2,0.04,0.08
5.561258387736313,2,0.04,0.08
2.9444389791664403,2,0.04,0.08
2.7245795030534206,2,0.04,0.08
6.596190266067024,2,0.04,0.08
6.653636923368497,2,0.04,0.08
7.105622047111554,2,0.04,0.08
5.721622392784532,2,0.04,0.08
2.463853240590168,2,0.04,0.08
6.442699389460335,2,0.04,0.08
6.638240510485805,2,0.04,0.08
2.8763855159214247,2,0.04,0.08
7.338725677498664,2,0.04,0.08
5.4051517954618635,2,0.04,0.08
6.961438215898322,2,0.04,0.08
6.728927611442439,2,0.04,0.08
3.1548704948922883,2,0.04,0.08
6.918002595433687,2,0.04,0.08
7.454575262971503,2,0.04,0.08
7.57178256096823,2,0.04,0.08
2.4423470353692043,2,0.04,0.08
6.522974762066806,2,0.04,0.08
5.950382102006752,2,0.04,0.08
4.226103551734458,2,0.04,0.08
7.638607601720731,2,0.04,0.08
7.9988728858879865,2,0.04,0.08
5.536152466605236,2,0.04,0.08
5.857218613545591,2,0.04,0.08
6.557914074621969,2,0.04,0.08
7.84465223674924,2,0.04,0.08
6.171596207828901,2,0.04,0.08
6.633581556555148,2,0.04,0.08
7.189771329807291,2,0.04,0.08
4.229021132213981,2,0.04,0.08
6.023568651008515,2,0.04,0.08
4.783316371371566,2,0.04,0.08
6.484177115447046,2,0.04,0.08
7.223332148627434,1,0.02,0.04
7.352665434053231,1,0.02,0.04
7.0085955939082085,1,0.02,0.04
6.384350873009287,1,0.02,0.04
6.955306580840359,1,0.02,0.04
6.3216671707156,1,0.02,0.04
7.373499851307489,1,0.02,0.04
7.194023852915411,1,0.02,0.04
7.619650609503775,1,0.02,0.04
6.851819646651834,1,0.02,0.04
7.824365959667213,1,0.02,0.04
2.4203681286504293,1,0.02,0.04
5.540478923698008,1,0.02,0.04
7.20258673358713,1,0.02,0.04
7.425059868845837,1,0.02,0.04
6.849649357575105,1,0.02,0.04
6.682045938845196,1,0.02,0.04
4.657762636107262,1,0.02,0.04
6.206475115192003,1,0.02,0.04
5.322766046950346,1,0.02,0.04
6.328293862826008,1,0.02,0.04
6.980215465711398,1,0.02,0.04
8.255776477880534,1,0.02,0.04
7.781451613223871,1,0.02,0.04
6.352803597173591,1,0.02,0.04
6.711983674463778,1,0.02,0.04
4.412192049005608,1,0.02,0.04
5.741880763254859,1,0.02,0.04
7.805983868037884,1,0.02,0.04
5.31443674842792,1,0.02,0.04
7.481104896086487,1,0.02,0.04
5.304050898395797,1,0.02,0.04
7.67989846576858,1,0.02,0.04
5.284471959725984,1,0.02,0.04
7.714097207308425,1,0.02,0.04
6.980401468966991,1,0.02,0.04
6.666193142143909,1,0.02,0.04
6.792793260512456,1,0.02,0.04
5.481888142742423,1,0.02,0.04
7.266478124538169,1,0.02,0.04
6.474739101786682,1,0.02,0.04
7.841001451505705,1,0.02,0.04
6.996681488176539,1,0.02,0.04
8.468570013303857,1,0.02,0.04
8.60469111668872,1,0.02,0.04
6.610090208476954,1,0.02,0.04
7.2236603103776575,1,0.02,0.04
3.7887247890836524,1,0.02,0.04
8.026055809319672,1,0.02,0.04
8.349578949894507,1,0.02,0.04
7.174800876583475,1,0.02,0.04
7.723982552099312,1,0.02,0.04
7.381626419754362,1,0.02,0.04
7.800040162389446,1,0.02,0.04
6.063087290780949,1,0.02,0.04
7.797907353246598,1,0.02,0.04
5.883322388488279,1,0.02,0.04
7.968250245537119,1,0.02,0.04
5.03760174232607,1,0.02,0.04
2.9856819377004897,1,0.02,0.04
6.714655849016304,1,0.02,0.04
6.695984313962894,1,0.02,0.04
8.03265240790807,1,0.02,0.04
6.452364362104247,1,0.02,0.04
4.639571612705423,1,0.02,0.04
6.931129950298588,1,0.02,0.04
7.153403685636416,1,0.02,0.04
7.638029636623366,1,0.02,0.04
8.000265655458778,1,0.02,0.04
8.036298468939142,1,0.02,0.04
4.88544992867311,1,0.02,0.04
3.6519561000093383,1,0.02,0.04
6.59857714618547,1,0.02,0.04
5.81740873473106,1,0.02,0.04
7.842023444086945,1,0.02,0.04
7.073820413256569,1,0.02,0.04
7.727226692875576,1,0.02,0.04
2.169053700369523,1,0.02,0.04
6.7139277820019805,1,0.02,0.04
6.098298976021809,1,0.02,0.04
5.301811255802292,1,0.02,0.04
5.59879226079857,1,0.02,0.04
6.439190613930656,1,0.02,0.04
6.830712234483825,1,0.02,0.04
4.845367491868129,1,0.02,0.04
6.506979160360104,1,0.02,0.04
6.280021236970423,1,0.02,0.04
7.042242464690889,1,0.02,0.04
8.033366461817021,1,0.02,0.04
7.349616602281592,1,0.02,0.04
6.312641838693557,1,0.02,0.04
6.814048812541829,1,0.02,0.04
6.462092981122559,1,0.02,0.04
6.652346767080652,1,0.02,0.04
5.90889782345102,1,0.02,0.04
6.131769820113187,1,0.02,0.04
3.708682081410116,1,0.02,0.04
2.7880929087757464,1,0.02,0.04
8.830981510952498,1,0.02,0.04
6.573470647806337,1,0.02,0.04
7.393909039942478,1,0.02,0.04
6.949952327681926,1,0.02,0.04
5.232978525239696,1,0.02,0.04
6.777304849598072,1,0.02,0.04
7.143104042734709,1,0.02,0.04
7.45524064711073,1,0.02,0.04
7.092989257223127,1,0.02,0.04
7.982382204899736,1,0.02,0.04
6.934981265235728,1,0.02,0.04
6.603808314064321,1,0.02,0.04
6.537053850810264,1,0.02,0.04
4.085976312551584,1,0.02,0.04
7.019877880119085,1,0.02,0.04
7.277627751164913,1,0.02,0.04
7.024204091625384,1,0.02,0.04
6.372466183037772,1,0.02,0.04
6.780149154376991,1,0.02,0.04
7.707916607196564,1,0.02,0.04
6.259198981750067,1,0.02,0.04
7.126930968734961,1,0.02,0.04
5.514637692514121,1,0.02,0.04
7.098788776378113,1,0.02,0.04
4.447346100794524,1,0.02,0.04
8.245410714495467,1,0.02,0.04
7.288756914911927,1,0.02,0.04
5.324715840402567,1,0.02,0.04
7.518824348506476,1,0.02,0.04
5.3568220959206,1,0.02,0.04
6.333723579312354,1,0.02,0.04
6.8239387928890265,1,0.02,0.04
7.509472242936195,1,0.02,0.04
6.995216554752131,1,0.02,0.04
7.528573672929448,1,0.02,0.04
7.4269061514941175,1,0.02,0.04
5.740114403903592,1,0.02,0.04
7.255979616917987,1,0.02,0.04
7.823345765741899,1,0.02,0.04
8.087671018714282,1,0.02,0.04
5.683579767338681,1,0.02,0.04
7.099490719136666,1,0.02,0.04
7.020503438673891,1,0.02,0.04
8.002309344189392,1,0.02,0.04
5.896604266084022,1,0.02,0.04
7.45830149094306,1,0.02,0.04
7.876960989602674,1,0.02,0.04
6.081305251107771,1,0.02,0.04
7.220117768827977,1,0.02,0.04
5.431973751360711,1,0.02,0.04
6.632726152653672,1,0.02,0.04
7.420309408021797,1,0.02,0.04
7.169119043116044,1,0.02,0.04
5.900445148720813,1,0.02,0.04
6.3059102568289775,1,0.02,0.04
6.774109594112219,1,0.02,0.04
7.263434727579766,1,0.02,0.04
7.1602634389262505,1,0.02,0.04
5.339939041238856,1,0.02,0.04
6.196953163183471,1,0.02,0.04
5.6442093831213,1,0.02,0.04
4.61512051684126,1,0.02,0.04
7.2289325705677125,1,0.02,0.04
7.309312762259284,1,0.02,0.04
7.094649697621226,1,0.02,0.04
4.515245478460105,1,0.02,0.04
7.058543168104206,1,0.02,0.04
7.812337735724132,1,0.02,0.04
5.321301202938412,1,0.02,0.04
7.538415166530259,1,0.02,0.04
6.52407612419583,1,0.02,0.04
6.9191896566078,1,0.02,0.04
6.96969668052232,1,0.02,0.04
6.348876719227226,1,0.02,0.04
6.813004942436327,1,0.02,0.04
3.56953269648137,1,0.02,0.04
5.372728864061847,1,0.02,0.04
7.355896661370738,1,0.02,0.04
7.169388507076871,1,0.02,0.04
6.413049037096029,1,0.02,0.04
6.0389443292923035,1,0.02,0.04
5.295814236329918,1,0.02,0.04
7.003338148875867,1,0.02,0.04
7.425923877003386,1,0.02,0.04
8.45323050445434,1,0.02,0.04
6.526714454784496,1,0.02,0.04
7.002747226337705,1,0.02,0.04
6.685486345078588,1,0.02,0.04
7.968094405428754,1,0.02,0.04
5.594525488719252,1,0.02,0.04
7.464452526404185,1,0.02,0.04
5.5176536795192925,1,0.02,0.04
7.138787631716584,1,0.02,0.04
7.871578241301608,1,0.02,0.04
6.044175586020651,1,0.02,0.04
7.80990651770257,1,0.02,0.04
7.37174083590231,1,0.02,0.04
6.099533890576726,1,0.02,0.04
7.695848936851036,1,0.02,0.04
6.1921579695846,1,0.02,0.04
8.17840026407416,1,0.02,0.04
7.360676328246597,1,0.02,0.04
6.010776858140355,1,0.02,0.04
6.609955528342071,1,0.02,0.04
5.581614840681993,1,0.02,0.04
6.292402125862212,1,0.02,0.04
7.945431438987258,1,0.02,0.04
4.883559211528279,1,0.02,0.04
7.378539853210944,1,0.02,0.04
7.342746826348623,1,0.02,0.04
6.615060664706812,1,0.02,0.04
8.031141477748895,1,0.02,0.04
7.596568079674528,1,0.02,0.04
7.010492356433249,1,0.02,0.04
6.003640123038116,1,0.02,0.04
4.202451303547952,1,0.02,0.04
4.354141431184346,1,0.02,0.04
7.1126941256415,1,0.02,0.04
7.0315645647084235,1,0.02,0.04
6.600346576346323,1,0.02,0.04
7.544781742402748,1,0.02,0.04
6.983697282557294,1,0.02,0.04
6.602384343659272,1,0.02,0.04
6.682171252128567,1,0.02,0.04
4.378269585796169,1,0.02,0.04
7.3463972317848585,1,0.02,0.04
2.7694588292308535,1,0.02,0.04
7.3630576219374735,1,0.02,0.04
7.012520617557217,1,0.02,0.04
5.876053695596654,1,0.02,0.04
7.8987452367564925,1,0.02,0.04
5.200980133659079,1,0.02,0.04
8.184625322820738,1,0.02,0.04
6.021266038344772,1,0.02,0.04
2.6282852326333477,1,0.02,0.04
5.809342970316694,1,0.02,0.04
3.4766140209469096,1,0.02,0.04
6.7996688291170795,1,0.02,0.04
5.820379622240015,1,0.02,0.04
7.046516721023712,1,0.02,0.04
5.059107947547034,1,0.02,0.04
6.309008773843676,1,0.02,0.04
6.156343190290216,1,0.02,0.04
6.11787690946242,1,0.02,0.04
5.567962751513666,1,0.02,0.04
7.528654295334459,1,0.02,0.04
7.181553921075292,1,0.02,0.04
7.5436705135869495,1,0.02,0.04
6.93770235535009,1,0.02,0.04
8.207333674019754,1,0.02,0.04
5.4234069773868585,1,0.02,0.04
7.174724309836376,1,0.02,0.04
7.041630362538164,1,0.02,0.04
6.494056365946869,1,0.02,0.04
7.4096511509269645,1,0.02,0.04
6.520473841307601,1,0.02,0.04
7.4033352765325615,1,0.02,0.04
7.134332927030629,1,0.02,0.04
6.9492810258106354,1,0.02,0.04
6.185899934285448,1,0.02,0.04
7.619675144865366,1,0.02,0.04
7.336383375116729,1,0.02,0.04
8.12798029769374,1,0.02,0.04
7.303338387235851,1,0.02,0.04
7.617734994202133,1,0.02,0.04
7.3512224092233085,1,0.02,0.04
6.133398042996649,1,0.02,0.04
7.863612817958307,1,0.02,0.04
6.697713029587582,1,0.02,0.04
6.314181903318284,1,0.02,0.04
6.973168417530369,1,0.02,0.04
5.029457048336844,1,0.02,0.04
8.03692910323259,1,0.02,0.04
6.704720680590641,1,0.02,0.04
6.979191828919986,1,0.02,0.04
6.1078020941043825,1,0.02,0.04
7.265114988415454,1,0.02,0.04
7.186220001884308,1,0.02,0.04
7.78270304732191,1,0.02,0.04
3.4641721808235437,1,0.02,0.04
6.804836224974296,1,0.02,0.04
5.900034330502095,1,0.02,0.04
7.339570162413083,1,0.02,0.04
2.8903717578961645,1,0.02,0.04
6.06425021683363,1,0.02,0.04
5.488317699268992,1,0.02,0.04
6.329007638730688,1,0.02,0.04
7.265394757607697,1,0.02,0.04
3.457892725338701,1,0.02,0.04
5.5595271186687025,1,0.02,0.04
7.384206825656791,1,0.02,0.04
6.734115922571016,1,0.02,0.04
6.841668893854277,1,0.02,0.04
7.7926378996966115,1,0.02,0.04
6.601501820944921,1,0.02,0.04
4.748837535800504,1,0.02,0.04
7.396641995229374,1,0.02,0.04
3.796612153916818,1,0.02,0.04
7.574969077515578,1,0.02,0.04
5.370870559229745,1,0.02,0.04
6.8160784904102325,1,0.02,0.04
7.457407307402799,1,0.02,0.04
7.546499070662696,1,0.02,0.04
7.146142059709041,1,0.02,0.04
7.423508740984425,1,0.02,0.04
6.991360862836934,1,0.02,0.04
4.383275854074314,1,0.02,0.04
8.131957090279753,1,0.02,0.04
5.688668836846153,1,0.02,0.04
4.922532412541283,1,0.02,0.04
7.2185066960178625,1,0.02,0.04
6.789984743247629,1,0.02,0.04
6.157190827552241,1,0.02,0.04
7.348265728833102,1,0.02,0.04
8.136254828484669,1,0.02,0.04
7.268711047104344,1,0.02,0.04
2.6390573296152584,1,0.02,0.04
7.053456073153691,1,0.02,0.04
4.593603549616626,1,0.02,0.04
6.8289284984361664,1,0.02,0.04
6.9155746280342685,1,0.02,0.04
3.2771447329921766,1,0.02,0.04
6.090404494962885,1,0.02,0.04
5.331752142634274,1,0.02,0.04
5.160204064418402,1,0.02,0.04
7.147952584862174,1,0.02,0.04
6.785813608176895,1,0.02,0.04
6.314905819737556,1,0.02,0.04
6.153902223304797,1,0.02,0.04
6.950000260575883,1,0.02,0.04
7.086277962518943,1,0.02,0.04
7.52385941504377,1,0.02,0.04
6.3768970014659105,1,0.02,0.04
7.458013131991842,1,0.02,0.04
7.481020347365235,1,0.02,0.04
7.23810164787336,1,0.02,0.04
6.961959332995649,1,0.02,0.04
5.168493378711836,1,0.02,0.04
7.758717844697804,1,0.02,0.04
6.187545178872503,1,0.02,0.04
5.139614675352716,1,0.02,0.04
6.3965962663149085,1,0.02,0.04
6.600822426938219,1,0.02,0.04
7.940708418843973,1,0.02,0.04
7.073651000694222,1,0.02,0.04
5.098035484377089,1,0.02,0.04
7.5029863873475575,1,0.02,0.04
6.802339206225488,1,0.02,0.04
7.098458279804007,1,0.02,0.04
7.015263486697422,1,0.02,0.04
8.036670429580292,1,0.02,0.04
7.3978066035316505,1,0.02,0.04
7.076653815443951,1,0.02,0.04
6.605230259660582,1,0.02,0.04
7.567785083079254,1,0.02,0.04
7.301147805856032,1,0.02,0.04
7.268815593113396,1,0.02,0.04
7.539372740748927,1,0.02,0.04
8.13176597704458,1,0.02,0.04
6.079818772073553,1,0.02,0.04
7.932074963068391,1,0.02,0.04
4.728272383122075,1,0.02,0.04
7.339440288066331,1,0.02,0.04
7.128335547893182,1,0.02,0.04
7.350516171833998,1,0.02,0.04
6.964513612800746,1,0.02,0.04
5.541067447501165,1,0.02,0.04
7.742402021815782,1,0.02,0.04
7.738488122494646,1,0.02,0.04
8.17413934342947,1,0.02,0.04
5.66988092298052,1,0.02,0.04
5.131376911792384,1,0.02,0.04
7.758312108868968,1,0.02,0.04
5.98770749823027,1,0.02,0.04
5.037926154332159,1,0.02,0.04
7.334427256734699,1,0.02,0.04
7.114932036774268,1,0.02,0.04
6.002651736498547,1,0.02,0.04
7.4693975835734765,1,0.02,0.04
7.939354877167307,1,0.02,0.04
7.173306766545924,1,0.02,0.04
7.9157131993821155,1,0.02,0.04
4.432006566978902,1,0.02,0.04
6.683423522031118,1,0.02,0.04
7.892302611362274,1,0.02,0.04
5.356350397798646,1,0.02,0.04
6.1955272106093995,1,0.02,0.04
7.936499313127341,1,0.02,0.04
6.0764947962925575,1,0.02,0.04
6.92990808362327,1,0.02,0.04
6.905051627407822,1,0.02,0.04
7.297497426625065,1,0.02,0.04
7.438765809907226,1,0.02,0.04
7.226681625673063,1,0.02,0.04
4.604169685654508,1,0.02,0.04
7.815287769182392,1,0.02,0.04
7.274548856442032,1,0.02,0.04
5.388158070547826,1,0.02,0.04
7.50000419543699,1,0.02,0.04
8.236155661683124,1,0.02,0.04
7.314419667665783,1,0.02,0.04
6.267485138022959,1,0.02,0.04
6.03572063836252,1,0.02,0.04
6.786604077417986,1,0.02,0.04
7.82951105028735,1,0.02,0.04
7.282692448721343,1,0.02,0.04
8.503611374692833,1,0.02,0.04
7.688730169907602,1,0.02,0.04
7.615249053249004,1,0.02,0.04
6.307825180133325,1,0.02,0.04
6.034404297599238,1,0.02,0.04
5.89729122084072,1,0.02,0.04
5.517452896464707,1,0.02,0.04
7.294411266103247,1,0.02,0.04
8.317094554519601,1,0.02,0.04
8.306694357635106,1,0.02,0.04
6.692331850683066,1,0.02,0.04
7.116394144093465,1,0.02,0.04
7.440176040184717,1,0.02,0.04
7.167423604978719,1,0.02,0.04
6.318517561812703,1,0.02,0.04
5.43851399704132,1,0.02,0.04
7.546921345675569,1,0.02,0.04
6.252289165389881,1,0.02,0.04
6.860034542770725,1,0.02,0.04
7.2011335969787975,1,0.02,0.04
7.813187267521416,1,0.02,0.04
7.991812149641048,1,0.02,0.04
6.0690041245634,1,0.02,0.04
7.48420008975594,1,0.02,0.04
4.563305981889393,1,0.02,0.04
5.1896179496246955,1,0.02,0.04
7.406680371489741,1,0.02,0.04
7.697824975197735,1,0.02,0.04
5.081714875777208,1,0.02,0.04
8.097091489055058,1,0.02,0.04
7.613843363674883,1,0.02,0.04
7.1284959456800365,1,0.02,0.04
4.564348191467836,1,0.02,0.04
6.55257921116714,1,0.02,0.04
7.562447453160534,1,0.02,0.04
7.283345201471481,1,0.02,0.04
5.64685932725658,1,0.02,0.04
6.747645210553402,1,0.02,0.04
5.689345426858432,1,0.02,0.04
6.351234695954017,1,0.02,0.04
6.6308812552469485,1,0.02,0.04
6.438071598547322,1,0.02,0.04
7.723031592775146,1,0.02,0.04
8.111988049513931,1,0.02,0.04
2.7568403652716422,1,0.02,0.04
8.084053654519156,1,0.02,0.04
8.50143975507012,1,0.02,0.04
6.14996290492866,1,0.02,0.04
7.2345018023788965,1,0.02,0.04
8.080794536538148,1,0.02,0.04
4.5255857066452485,1,0.02,0.04
6.196342289615299,1,0.02,0.04
7.255626584364719,1,0.02,0.04
7.377290048330247,1,0.02,0.04
6.361216118058282,1,0.02,0.04
5.472690753492817,1,0.02,0.04
4.209160236650682,1,0.02,0.04
5.729450221404779,1,0.02,0.04
7.816316212794351,1,0.02,0.04
7.37800887698308,1,0.02,0.04
5.996078884658727,1,0.02,0.04
5.824080862678235,1,0.02,0.04
7.672874223054554,1,0.02,0.04
8.082046923581157,1,0.02,0.04
6.848801136138467,1,0.02,0.04
8.065610843690886,1,0.02,0.04
6.060407417344892,1,0.02,0.04
8.64299730537502,1,0.02,0.04
6.183220625180559,1,0.02,0.04
7.914800374124757,1,0.02,0.04
6.312188426761056,1,0.02,0.04
7.5487403668058874,1,0.02,0.04
7.497595389676153,1,0.02,0.04
7.667111459652418,1,0.02,0.04
5.267084664116938,1,0.02,0.04
7.54202786802895,1,0.02,0.04
2.847812143477369,1,0.02,0.04
7.067490337103296,1,0.02,0.04
6.731495313566778,1,0.02,0.04
7.3307655663060505,1,0.02,0.04
3.518980417318539,1,0.02,0.04
6.109580860554486,1,0.02,0.04
7.970412184167268,1,0.02,0.04
8.285841041552139,1,0.02,0.04
5.868873094521794,1,0.02,0.04
5.203182171432998,1,0.02,0.04
8.10631847774053,1,0.02,0.04
7.677608838624953,1,0.02,0.04
7.281626515499123,1,0.02,0.04
7.512098567866588,1,0.02,0.04
5.324472324024888,1,0.02,0.04
5.9631936651409525,1,0.02,0.04
7.358034402880094,1,0.02,0.04
7.063903961472068,1,0.02,0.04
3.6375861597263857,1,0.02,0.04
6.249299338212122,1,0.02,0.04
6.8626009969750275,1,0.02,0.04
5.440033919166517,1,0.02,0.04
7.590776363243073,1,0.02,0.04
5.437426922252237,1,0.02,0.04
5.365742342862826,1,0.02,0.04
5.849900982786195,1,0.02,0.04
7.844083904592799,1,0.02,0.04
5.9568731023383625,1,0.02,0.04
5.783825182329737,1,0.02,0.04
6.788408521349571,1,0.02,0.04
6.404070763367513,1,0.02,0.04
6.4005065837064885,1,0.02,0.04
7.645804120893281,1,0.02,0.04
5.959973880016611,1,0.02,0.04
6.765211972196595,1,0.02,0.04
6.4105037752432645,1,0.02,0.04
6.694128796359767,1,0.02,0.04
8.270089883906795,1,0.02,0.04
6.988228663132014,1,0.02,0.04
7.092615277870738,1,0.02,0.04
6.465678052377241,1,0.02,0.04
5.636751962196981,1,0.02,0.04
5.576327819303087,1,0.02,0.04
4.548070593947519,1,0.02,0.04
4.794963757620747,1,0.02,0.04
6.898058416003273,1,0.02,0.04
4.237000862623624,1,0.02,0.04
4.0163830207523885,1,0.02,0.04
7.127252189376149,1,0.02,0.04
6.343089260070732,1,0.02,0.04
7.968284873374441,1,0.02,0.04
6.344056165609079,1,0.02,0.04
4.808111029984782,1,0.02,0.04
7.308308342729281,1,0.02,0.04
7.208267195872018,1,0.02,0.04
7.937928114427725,1,0.02,0.04
4.8158362157911885,1,0.02,0.04
7.347170826459849,1,0.02,0.04
7.577070726288737,1,0.02,0.04
7.013105794589963,1,0.02,0.04
7.774141225727652,1,0.02,0.04
6.657946858958438,1,0.02,0.04
5.194622130209272,1,0.02,0.04
8.142776067429795,1,0.02,0.04
4.28496492183075,1,0.02,0.04
5.633896347192034,1,0.02,0.04
7.7672851650345285,1,0.02,0.04
8.389075688635796,1,0.02,0.04
4.619073091157083,1,0.02,0.04
6.037393478996382,1,0.02,0.04
8.092927453844355,1,0.02,0.04
6.2482362794021755,1,0.02,0.04
6.8286579576234345,1,0.02,0.04
7.143736079097839,1,0.02,0.04
7.641252342635274,1,0.02,0.04
5.397936431576749,1,0.02,0.04
8.15242847043445,1,0.02,0.04
7.698119910257441,1,0.02,0.04
8.2914587867381,1,0.02,0.04
7.264485221408425,1,0.02,0.04
6.1885720838713505,1,0.02,0.04
5.652313726281008,1,0.02,0.04
6.795034408918018,1,0.02,0.04
8.043663352393944,1,0.02,0.04
7.236591290854368,1,0.02,0.04
6.789196942858002,1,0.02,0.04
4.547011271814559,1,0.02,0.04
7.503978478260356,1,0.02,0.04
8.12666595567228,1,0.02,0.04
7.152308009533846,1,0.02,0.04
4.732243268551567,1,0.02,0.04
5.605802066295998,1,0.02,0.04
7.746776122031626,1,0.02,0.04
7.334296712692217,1,0.02,0.04
6.352280903547264,1,0.02,0.04
7.130138541349938,1,0.02,0.04
4.984633491557255,1,0.02,0.04
4.758749273916392,1,0.02,0.04
6.978586459742728,1,0.02,0.04
7.485098713798439,1,0.02,0.04
5.858361634101526,1,0.02,0.04
7.378133837932945,1,0.02,0.04
7.447022576379431,1,0.02,0.04
6.895783907200917,1,0.02,0.04
7.35090145405799,1,0.02,0.04
5.969985515430857,1,0.02,0.04
6.735483058041184,1,0.02,0.04
8.291345988527713,1,0.02,0.04
8.471358655072438,1,0.02,0.04
5.1375615876686425,1,0.02,0.04
5.772842010587696,1,0.02,0.04
7.68328857314003,1,0.02,0.04
7.264275210907128,1,0.02,0.04
7.38804952771095,1,0.02,0.04
8.144011326228226,1,0.02,0.04
6.082903607424764,1,0.02,0.04
7.254071758792645,1,0.02,0.04
7.256261953253019,1,0.02,0.04
5.522859938775953,1,0.02,0.04
6.438471390660751,1,0.02,0.04
5.641552398120067,1,0.02,0.04
5.817259958415975,1,0.02,0.04
5.81651574464344,1,0.02,0.04
6.631738238060859,1,0.02,0.04
6.95028780970084,1,0.02,0.04
7.717484774621947,1,0.02,0.04
7.990424482729141,1,0.02,0.04
6.797103008878542,1,0.02,0.04
5.395217191287996,1,0.02,0.04
5.638354669333745,1,0.02,0.04
6.588651336522016,1,0.02,0.04
7.7786510763659,1,0.02,0.04
3.8099902798629945,1,0.02,0.04
7.22336861636261,1,0.02,0.04
7.415024586545351,1,0.02,0.04
6.991314872081068,1,0.02,0.04
7.0284230387071105,1,0.02,0.04
8.634469432007027,1,0.02,0.04
7.9247959139564355,1,0.02,0.04
8.11514723135373,1,0.02,0.04
4.343805421853684,1,0.02,0.04
7.164875045851278,1,0.02,0.04
7.816235588764315,1,0.02,0.04
6.2029402935545095,1,0.02,0.04
7.518607216815252,1,0.02,0.04
5.905906658746336,1,0.02,0.04
7.779676063120352,1,0.02,0.04
7.330536264855533,1,0.02,0.04
7.392154788511605,1,0.02,0.04
7.332598087516538,1,0.02,0.04
7.149563555525502,1,0.02,0.04
5.2462342866778116,1,0.02,0.04
5.485833740219095,1,0.02,0.04
8.096482457092508,1,0.02,0.04
6.228708222800973,1,0.02,0.04
6.575354741730978,1,0.02,0.04
3.696351468952637,1,0.02,0.04
4.1956970564823886,1,0.02,0.04
7.213105349087325,1,0.02,0.04
8.009163654952248,1,0.02,0.04
7.750786909079374,1,0.02,0.04
7.967072185042604,1,0.02,0.04
7.0902018279642425,1,0.02,0.04
7.8515444395581016,1,0.02,0.04
7.380349300263568,1,0.02,0.04
7.836290737272729,1,0.02,0.04
5.745404149347021,1,0.02,0.04
4.822295664976738,1,0.02,0.04
7.557629547308616,1,0.02,0.04
5.548297571815806,1,0.02,0.04
6.918497375514039,1,0.02,0.04
6.8608208917929225,1,0.02,0.04
7.233672001663833,1,0.02,0.04
6.238519918468505,1,0.02,0.04
8.00008118300754,1,0.02,0.04
6.893149126592775,1,0.02,0.04
7.620558017200524,1,0.02,0.04
5.407620101438487,1,0.02,0.04
6.189700462716007,1,0.02,0.04
6.278802810464189,1,0.02,0.04
5.0912931971137105,1,0.02,0.04
6.817721156278156,1,0.02,0.04
6.689288275551829,1,0.02,0.04
6.879870075492601,1,0.02,0.04
5.251225759014186,1,0.02,0.04
7.634047058134384,1,0.02,0.04
7.948508908695905,1,0.02,0.04
7.844338714124055,1,0.02,0.04
6.165102678518353,1,0.02,0.04
