custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
4838-ZSEJLN-NL3,1.0,2.0,0.0,77.0,6.0,August,13.0,2.0,5.0,0.0,37.0,5.0,1.0,15.0,2.70805020110221,1.0,20.4,0.6640199999999998,-0.4094430094773884,2.3959799999999998,0.8737923329729553,0.0,5.0,0.0,-1.0,-1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,36.0,5.0,4.0,1.0,0.0,9.8,1.0,1.0,0.0,1.0,1.0,27.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,4.0,3.0,4.0,1.0,31.0,5.0,2.0,3.0,3.0,1.0,24.0,5.0,3.0,39.78,1.0,12.89,0.0,2.0,65.0,0.0,23.05,3.1376657694426577,1536.55,7.337294922531477,1.0,23.25,3.1463051320333655,1488.8,7.305725705328041,0.0,0.0,,0.0,,1.0,7.25,1.9810014688665833,460.0,6.131226489483141,0.0,0.0,,0.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1151-WLJJTM-3K4,5.0,5.0,0.0,68.0,6.0,February,10.0,1.0,2.0,0.0,4.0,2.0,1.0,9.0,2.1972245773362196,1.0,9.5,0.30438,-1.1894783581754835,0.55062,-0.5967103629231603,0.0,5.0,0.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,3.0,3.0,0.0,0.0,5.2,1.0,0.0,1.0,8.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,31.0,5.0,1.0,1.0,2.0,1.0,22.0,5.0,12.0,323.77,8.0,187.01,0.0,2.0,66.0,0.0,12.05,2.489064659936664,771.0,6.647688373563329,1.0,25.25,3.228826155721369,1734.0,7.458186157340487,0.0,0.0,,0.0,,1.0,28.0,3.332204510175204,1790.0,7.489970898834801,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8313-RWNNFE-E3V,5.0,4.0,0.0,23.0,2.0,January,18.0,4.0,6.0,0.0,0.0,1.0,0.0,43.0,3.7612001156935624,2.0,3.3000000000000003,0.34056000000000003,-1.07716395746224,1.07844,0.07551555247614537,0.0,2.0,0.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4.0,3.0,33.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,5.0,2.0,2.0,1.0,3.0,1.0,5.0,2.0,11.0,297.97,6.0,140.53,0.0,3.0,24.0,0.0,7.25,1.9810014688665833,151.6,5.021245473208271,0.0,0.0,,0.0,,1.0,32.4,3.4781584227982836,726.15,6.587756605053813,0.0,0.0,,0.0,,1.0,25.65,3.2445435716167785,558.15,6.324627743460741,1.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8782-EPXXVK-FT9,5.0,3.0,1.0,65.0,6.0,March,15.0,3.0,3.0,0.0,13.0,4.0,0.0,66.0,4.189654742026425,3.0,8.200000000000001,3.907464,1.3628885702192308,1.5045359999999999,0.4084845450170415,0.0,2.0,1.0,15.0,3.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,38.0,5.0,2.0,1.0,1.0,31.900000000000002,2.0,0.0,0.0,1.0,1.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,0.0,1.0,2.0,2.0,3.0,0.0,38.0,5.0,4.0,2.0,3.0,0.0,29.0,5.0,16.0,549.62,2.0,68.63,0.0,2.0,70.0,0.0,32.7,3.487375077903208,2282.5,7.733026612469123,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,19.0,2.9444389791664403,1330.0,7.1929342212158,0.0,0.0,,0.0,,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,17.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2649-IPDINN-U0N,5.0,4.0,0.0,24.0,2.0,October,17.0,4.0,2.0,0.0,0.0,1.0,0.0,18.0,2.8903717578961645,1.0,11.0,0.37422,-0.9829114192160509,1.60578,0.4736096198397197,0.0,1.0,1.0,15.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,8.200000000000001,1.0,0.0,1.0,1.0,1.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,3.0,2.0,3.0,2.0,2.0,0.0,3.0,2.0,13.0,279.33,6.0,125.52,0.0,3.0,11.0,1.0,5.1,1.62924053973028,70.55,4.256321678298823,0.0,0.0,,0.0,,1.0,38.6,3.653252276470785,386.45,5.95700249355288,0.0,0.0,,0.0,,1.0,25.8,3.250374491927572,258.2,5.553734478412542,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,22.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6480-TJXYUM-FHY,3.0,1.0,1.0,65.0,6.0,September,17.0,4.0,2.0,0.0,7.0,3.0,1.0,13.0,2.5649493574615367,1.0,5.3,0.47472099999999995,-0.7450280159369571,0.214279,-1.5404763747713814,0.0,2.0,1.0,19.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,4.0,5.0,1.0,1.0,6.300000000000001,1.0,0.0,1.0,1.0,1.0,31.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,1.0,0.0,0.0,5.0,4.0,3.0,0.0,14.0,4.0,3.0,1.0,3.0,1.0,13.0,4.0,12.0,204.46,7.0,101.33,0.0,2.0,39.0,0.0,10.7,2.3702437414678603,417.9,6.03524216945387,1.0,17.5,2.8622008809294686,735.15,6.600074560023666,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,29.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
5298-EZKNBR-CAQ,5.0,5.0,1.0,49.0,4.0,November,17.0,4.0,1.0,1.0,8.0,3.0,0.0,28.0,3.332204510175204,2.0,11.899999999999999,0.28988400000000003,-1.238274436022957,3.042116,1.1125533259174276,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,4.0,3.0,1.0,0.0,13.8,1.0,0.0,0.0,1.0,1.0,35.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,4.0,2.0,0.0,3.0,2.0,7.0,213.34,1.0,44.52,1.0,1.0,3.0,1.0,4.7,1.547562508716013,11.05,2.402430427963762,0.0,0.0,,0.0,,1.0,31.15,3.4388142452334622,76.7,4.33990170837321,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3172-QNVQZR-4YI,4.0,5.0,0.0,26.0,3.0,September,12.0,2.0,1.0,0.0,4.0,2.0,0.0,28.0,3.332204510175204,2.0,7.000000000000001,0.9917600000000001,-0.00827413645224556,0.9682400000000001,-0.03227528855178858,0.0,3.0,1.0,12.0,2.0,6.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,6.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,8.0,4.0,32.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,5.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,8.0,3.0,3.0,3.0,1.0,0.0,9.0,3.0,10.0,238.17000000000002,2.0,66.83,0.0,1.0,29.0,0.0,8.2,2.1041341542702074,266.9,5.586874056410478,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3787-PDMPIW-RUL,2.0,1.0,0.0,58.0,5.0,July,8.0,1.0,6.0,0.0,28.0,5.0,0.0,84.0,4.430816798843313,4.0,13.0,2.3259600000000002,0.8441328570440472,8.59404,2.151068939752025,0.0,2.0,0.0,-1.0,-1.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,2.0,23.0,4.0,4.0,1.0,0.0,41.2,3.0,0.0,1.0,1.0,1.0,24.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,1.0,2.0,3.0,4.0,1.0,21.0,5.0,5.0,2.0,3.0,0.0,19.0,5.0,10.0,530.09,2.0,103.58,0.0,3.0,36.0,0.0,7.55,2.0215475632609334,243.55,5.495322260252552,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
9307-LYOCSE-ZGV,4.0,4.0,1.0,43.0,4.0,May,17.0,4.0,2.0,0.0,1.0,1.0,0.0,33.0,3.4965075614664802,2.0,28.000000000000004,1.88496,0.6339066005156722,7.355040000000001,1.995385792515839,0.0,1.0,0.0,-1.0,-1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,3.0,2.0,0.0,1.0,13.700000000000001,1.0,0.0,1.0,1.0,1.0,29.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,1.0,1.0,4.0,3.0,1.0,6.0,3.0,2.0,4.0,1.0,0.0,5.0,2.0,9.0,538.64,3.0,115.73,1.0,1.0,15.0,0.0,2.55,0.9360933591703348,47.45,3.859676525055937,0.0,0.0,,0.0,,1.0,27.95,3.3304171996011083,384.2,5.9511632503344565,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0466-PHYEYE-T4Y,3.0,3.0,0.0,69.0,6.0,November,17.0,4.0,1.0,0.0,9.0,3.0,0.0,55.0,4.007333185232471,3.0,12.3,1.305645,0.2666971715454998,5.4593549999999995,1.697330650910563,0.0,4.0,1.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,35.0,5.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,8.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,6.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,24.0,5.0,1.0,4.0,2.0,0.0,15.0,4.0,18.0,809.66,4.0,181.14000000000001,1.0,2.0,47.0,0.0,8.25,2.1102132003465894,376.4,5.930652407711224,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,27.5,3.3141860046725258,1275.0,7.150701457592526,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4426-DSOKTB-1N2,2.0,4.0,1.0,46.0,4.0,May,20.0,5.0,1.0,0.0,6.0,3.0,0.0,84.0,4.430816798843313,4.0,9.2,1.723344,0.5442665893881986,6.004656,1.7925351682957271,1.0,4.0,0.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,20.0,4.0,3.0,1.0,0.0,38.2,2.0,0.0,1.0,1.0,1.0,26.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,29.0,5.0,4.0,3.0,1.0,0.0,17.0,5.0,13.0,1159.84,2.0,133.0,1.0,2.0,53.0,1.0,19.25,2.9575110607337933,1003.05,6.910800637168097,1.0,24.5,3.1986731175506815,1266.15,7.143736079097839,1.0,38.75,3.657130755799356,2049.95,7.625570681591104,0.0,0.0,,0.0,,1.0,28.35,3.3446270301737613,1500.1,7.313287051534845,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,21.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6982-UGFDOW-TVK,3.0,3.0,1.0,57.0,5.0,March,15.0,3.0,1.0,0.0,16.0,5.0,0.0,62.0,4.127134385045092,3.0,8.7,0.21575999999999995,-1.5335886001506627,5.178239999999999,1.6444652301972829,0.0,4.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,36.0,5.0,2.0,1.0,0.0,28.200000000000003,2.0,0.0,0.0,6.0,3.0,26.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,3.0,1.0,1.0,1.0,4.0,3.0,4.0,0.0,11.0,4.0,2.0,3.0,3.0,0.0,7.0,3.0,10.0,400.27,2.0,74.72,0.0,1.0,27.0,0.0,13.95,2.6354795082673745,360.55,5.887630643362769,0.0,0.0,,0.0,,1.0,39.4,3.673765816303888,998.8,6.9065545584056185,0.0,0.0,,0.0,,1.0,38.15,3.641525757730466,1019.45,6.9270185451629835,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
4901-HTMNYZ-I0V,4.0,5.0,1.0,34.0,3.0,May,14.0,2.0,1.0,0.0,3.0,2.0,0.0,25.0,3.2188758248682006,2.0,24.4,1.8483,0.6142662977064977,4.2517,1.4473189029576523,0.0,3.0,1.0,11.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.0,3.0,2.0,1.0,1.0,11.0,1.0,0.0,0.0,8.0,4.0,30.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,6.0,1.0,0.0,1.0,4.0,2.0,2.0,0.0,17.0,5.0,2.0,3.0,2.0,0.0,16.0,5.0,8.0,140.12,7.0,131.64000000000001,1.0,3.0,63.0,0.0,14.65,2.6844403354630764,917.95,6.822142922906215,1.0,26.0,3.258096538021482,1610.35,7.384206825656791,0.0,0.0,,0.0,,1.0,11.75,2.463853240590168,720.0,6.579251212010101,0.0,0.0,,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,27.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6954-YFASVE-VEN,1.0,1.0,0.0,41.0,4.0,January,9.0,1.0,2.0,0.0,1.0,1.0,0.0,21.0,3.044522437723423,1.0,5.1,0.336294,-1.089769501608272,0.734706,-0.30828485979064013,0.0,1.0,0.0,-1.0,-1.0,1.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,12.0,3.0,4.0,1.0,0.0,15.4,1.0,0.0,0.0,1.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,1.0,0.0,5.0,3.0,4.0,0.0,6.0,3.0,2.0,2.0,4.0,0.0,8.0,3.0,14.0,376.92,3.0,38.410000000000004,1.0,1.0,17.0,0.0,3.05,1.1151415906193203,51.55,3.942552210462969,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,6.25,1.8325814637483102,80.0,4.382026634673881,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7667-XPSSNP-TPD,5.0,2.0,0.0,53.0,5.0,July,15.0,3.0,3.0,0.0,21.0,5.0,0.0,144.0,4.969813299576001,5.0,19.400000000000002,16.035263999999998,2.7747902969946208,11.900736000000002,2.4766002469444253,1.0,4.0,1.0,12.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,32.0,5.0,2.0,1.0,1.0,61.800000000000004,3.0,0.0,1.0,1.0,1.0,32.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0,1.0,1.0,4.0,2.0,0.0,22.0,5.0,2.0,3.0,1.0,0.0,16.0,5.0,13.0,1105.33,6.0,419.44,1.0,2.0,58.0,0.0,9.45,2.2460147415056513,498.35,6.211302641413465,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,16.25,2.7880929087757464,975.0,6.882437470997847,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5148-ANRWKZ-IWQ,2.0,5.0,0.0,57.0,5.0,January,18.0,4.0,2.0,0.0,6.0,3.0,0.0,146.0,4.983606621708336,5.0,17.4,12.346343999999998,2.513359986859085,13.057656000000001,2.5693746284137564,1.0,1.0,1.0,15.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,5.0,3.0,1.0,1.0,69.60000000000001,3.0,0.0,0.0,1.0,1.0,35.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,6.0,0.0,1.0,1.0,2.0,1.0,4.0,0.0,9.0,3.0,4.0,3.0,3.0,0.0,11.0,4.0,15.0,1445.21,6.0,364.3,0.0,3.0,16.0,0.0,8.35,2.122261538862764,118.95,4.778703236748966,1.0,22.25,3.1023420086122493,340.2,5.829533679961761,0.0,0.0,,0.0,,1.0,22.25,3.1023420086122493,360.0,5.886104031450156,1.0,26.35,3.2714682749873716,427.9,6.0588895234227715,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
8593-THQWOR-7NI,5.0,5.0,1.0,29.0,3.0,November,22.0,5.0,1.0,0.0,0.0,1.0,0.0,46.0,3.828641396489095,2.0,10.100000000000001,1.7376040000000001,0.5525071527806124,2.9083959999999998,1.0676017264661788,1.0,1.0,0.0,-1.0,-1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,3.0,2.0,1.0,0.0,18.5,1.0,0.0,1.0,1.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,5.0,1.0,0.0,1.0,4.0,3.0,4.0,0.0,7.0,3.0,1.0,3.0,2.0,0.0,6.0,3.0,10.0,280.5,4.0,107.93,0.0,3.0,18.0,1.0,5.2,1.6486586255873816,69.4,4.239886867512759,0.0,0.0,,0.0,,1.0,31.25,3.4420193761824107,570.35,6.346250207473907,1.0,15.25,2.7245795030534206,285.0,5.652489180268651,0.0,0.0,,0.0,,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3363-PGGDEU-K45,4.0,5.0,0.0,70.0,6.0,August,13.0,2.0,2.0,0.0,4.0,2.0,0.0,34.0,3.5263605246161616,2.0,33.300000000000004,0.9623700000000002,-0.03835628687735226,10.359630000000001,2.3379165219078524,0.0,3.0,1.0,12.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,5.0,2.0,0.0,0.0,12.0,1.0,1.0,1.0,8.0,4.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,4.0,2.0,3.0,0.0,39.0,5.0,1.0,4.0,2.0,0.0,30.0,5.0,11.0,280.64,6.0,198.79,0.0,2.0,72.0,0.0,52.8,3.966511190712216,3792.0,8.240648863374913,0.0,0.0,,0.0,,1.0,36.55,3.5986811861957873,2707.45,7.903762511483941,1.0,54.25,3.993602992420569,3795.0,8.24143968982973,0.0,0.0,,0.0,,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
8149-FKTYAV-L1R,3.0,2.0,1.0,68.0,6.0,January,10.0,1.0,5.0,0.0,23.0,5.0,0.0,87.0,4.465908118654584,4.0,5.3,0.8945339999999999,-0.11145236669424048,3.7164659999999996,1.3127732167490596,0.0,4.0,1.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,43.0,5.0,5.0,0.0,1.0,58.1,3.0,1.0,1.0,1.0,1.0,18.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,36.0,5.0,4.0,3.0,1.0,1.0,27.0,5.0,14.0,403.15000000000003,6.0,122.8,0.0,2.0,66.0,0.0,20.9,3.039749158970765,1352.9,7.210005715609315,1.0,35.75,3.5765502691400166,2360.5,7.766628739986341,0.0,0.0,,0.0,,1.0,21.75,3.079613757534693,1410.0,7.251344983372214,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,17.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2485-JBVCGQ-2UR,1.0,2.0,0.0,61.0,5.0,September,15.0,3.0,2.0,0.0,5.0,2.0,1.0,12.0,2.4849066497880004,1.0,14.899999999999999,1.035252,0.03464487534218065,0.7527479999999998,-0.28402476854843356,0.0,4.0,1.0,14.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,31.0,5.0,3.0,0.0,1.0,5.9,1.0,0.0,1.0,1.0,1.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,1.0,1.0,3.0,4.0,4.0,0.0,22.0,5.0,2.0,2.0,1.0,0.0,17.0,5.0,9.0,111.08,0.0,0.0,1.0,2.0,54.0,0.0,10.05,2.307572634505085,512.9,6.240080894395223,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,10.0,2.302585092994046,525.0,6.263398262591624,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9552-FVXIDU-TR5,3.0,4.0,0.0,52.0,5.0,February,12.0,2.0,6.0,0.0,19.0,5.0,0.0,110.0,4.700480365792417,4.0,16.5,0.47190000000000004,-0.7509881802497951,17.6781,2.872326585371258,0.0,2.0,1.0,12.0,2.0,2.0,11.0,1.0,1.0,0.0,2.0,0.0,0.0,7.0,1.0,1.0,31.0,5.0,4.0,1.0,0.0,50.900000000000006,3.0,0.0,0.0,1.0,1.0,29.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,7.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,34.0,5.0,3.0,4.0,1.0,0.0,29.0,5.0,5.0,125.46000000000001,5.0,125.2,0.0,2.0,69.0,0.0,27.6,3.3178157727231046,1958.5,7.579934153105886,1.0,20.75,3.0325462466767075,1406.65,7.2489662699505235,0.0,0.0,,0.0,,1.0,35.5,3.56953269648137,2370.0,7.7706452341291765,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
7066-WHSBBD-JBC,4.0,1.0,0.0,18.0,2.0,November,13.0,2.0,6.0,1.0,0.0,1.0,0.0,18.0,2.8903717578961645,1.0,7.8,0.9140039999999999,-0.0899203311699485,0.489996,-0.7133580511760905,0.0,1.0,0.0,-1.0,-1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,8.4,1.0,1.0,0.0,1.0,1.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,9.0,131.34,5.0,59.65,1.0,1.0,12.0,0.0,4.7,1.547562508716013,53.15,3.973118104787957,1.0,33.25,3.5040547671018634,406.65,6.007952864612784,0.0,0.0,,0.0,,1.0,16.25,2.7880929087757464,185.0,5.220355825078324,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
